article_id,source_article_id,title,company_name_raw,company_name_resolved,company_id,published_date,published_year,published_quarter,published_month,category_raw,category_standardized,revenue_raw,revenue_currency,revenue_is_range,arr_usd,arr_parse_status,summary,url,author,word_count,industry,founded_year,headquarters,employee_count,is_public,stock_ticker,company_age,company_size_category
ART-A29EF655F0FA1480,ART0155,OpenAI Releases Open Source Framework,OpenAI,OpenAI,COMP-A19EE5A9FDC19109,2020-11-19,2020,4,11,InfoSec,CYBERSECURITY,$0.095 billion,USD,False,95000000.0,valid,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/155,John Smith,866.0,Data Analytics,2006,"Austin, TX",12793,False,OPEN,14,Medium
ART-1B3CF80EE88C734B,ART0156,Scale AI Faces Regulatory Scrutiny,Scale AI,Scale AI,COMP-3DA36D688D43678F,2021-04-20,2021,2,4,Artificial Intelligence,AI_ML,,,False,,invalid_missing,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/156,,1685.0,AI/ML,2003,"Berlin, Germany",23379,False,,18,Medium
ART-7C35DD5844C60538,ART0157,Anthropic Announces Breakthrough in Large Language Models,Anthropic,Anthropic,COMP-B780A23B530EF6BB,2021-09-03,2021,3,9,AI & ML,AI_ML,$42.8M - $47.2M,USD,True,45000000.0,valid_range,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/157,Alex Johnson,961.0,FinTech,2006,"San Francisco, CA",43747,False,,15,Large
ART-E96AB7AF81768AF0,ART0158,Stripe Launches New AI-Powered Product,Stripe,Stripe,COMP-4D08EC58743327BA,2022-07-28,2022,3,7,Financial Technology,FINTECH,1900.0M USD,USD,False,1900000000.0,valid,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/158,Jane Doe,2160.0,Data Analytics,2002,"Seattle, WA",36348,True,STRI,20,Large
ART-6E69FCED660D26B1,ART0159,SpaceX Releases Open Source Framework,SpaceX,SpaceX,COMP-F4E821747C88DE40,2021-11-02,2021,4,11,Big Data,DATA_ANALYTICS,$4.300B,USD,False,4300000000.0,valid,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/159,Alex Johnson,2329.0,AI/ML,2016,"Berlin, Germany",31018,False,,5,Large
ART-AB4E54123A3B10F3,ART0160,Databricks Acquires Competitor for Undisclosed Sum,Databricks,Databricks,COMP-2D3DAD417C3B2CB2,2021-09-10,2021,3,9,Enterprise Software,SOFTWARE,Not disclosed,,False,,invalid_missing,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/160,John Smith,1154.0,Data Analytics,2003,"Berlin, Germany",17962,True,DATA,18,Medium
ART-399E95598ED784A6,ART0161,Uber Achieves Profitability Milestone,Uber,Uber,COMP-F1905B7E8DD98927,2022-10-26,2022,4,10,Finance,FINTECH,$25.000B,USD,False,25000000000.0,valid,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/161,Sam Wilson,2981.0,FinTech,2015,"San Francisco, CA",10144,False,UBER,7,Medium
ART-2905D95C55822138,ART0162,Airbnb CEO Discusses Future of AI,Airbnb,Airbnb,COMP-6D785501E2B59644,2023-12-08,2023,4,12,InfoSec,CYBERSECURITY,Not disclosed,,False,,invalid_missing,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/162,,2743.0,Data Analytics,1999,"London, UK",19967,False,,24,Medium
ART-70B33B8482C7F052,ART0163,MongoDB Reports Record Revenue Growth,MongoDB,MongoDB,COMP-F0C6ACFF24BC7941,2023-03-18,2023,1,3,Cloud Computing,CLOUD_COMPUTING,1480.0M USD,USD,False,1480000000.0,valid,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/163,John Smith,2324.0,SaaS,2008,"Austin, TX",16952,False,MONG,15,Medium
ART-A241861E0388FA7A,ART0164,Anthropic Partners with Major Enterprise Client,Anthropic,Anthropic,COMP-B780A23B530EF6BB,2020-09-27,2020,3,9,Cybersecurity,CYBERSECURITY,Not disclosed,,False,,invalid_missing,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/164,John Smith,512.0,FinTech,2006,"San Francisco, CA",43747,False,,14,Large
ART-596B64980D32A366,ART0165,Tesla Faces Regulatory Scrutiny,Tesla,Tesla,COMP-EFD12553D6A4F7E5,2020-05-29,2020,2,5,Cybersecurity,CYBERSECURITY,$24.500B,USD,False,24500000000.0,valid,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/165,John Smith,1237.0,Cloud Computing,2008,"London, UK",5691,True,,12,Small
ART-955DFE00E2EA7F4D,ART0166,Microsoft Achieves Profitability Milestone,Microsoft,Microsoft,COMP-11F3242118FF2ADD,2023-08-15,2023,3,8,Analytics,DATA_ANALYTICS,,,False,,invalid_missing,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/166,,1044.0,Data Analytics,2018,"Austin, TX",48646,False,,5,Large
ART-1A4ADBFCF3B9C915,ART0167,Scale AI Acquires Competitor for Undisclosed Sum,Scale AI,Scale AI,COMP-3DA36D688D43678F,2020-08-30,2020,3,8,Software,SOFTWARE,Not disclosed,,False,,invalid_missing,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/167,Sam Wilson,2730.0,AI/ML,2003,"Berlin, Germany",23379,False,,17,Medium
ART-248F792D7049E623,ART0168,SpaceX Releases Open Source Framework,SpaceX,SpaceX,COMP-F4E821747C88DE40,2022-02-15,2022,1,2,FinTech,FINTECH,$5.000B,USD,False,5000000000.0,valid,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/168,,564.0,AI/ML,2016,"Berlin, Germany",31018,False,,6,Large
ART-1DF9AE0835555D5B,ART0169,NVIDIA Reports Record Revenue Growth,NVIDIA,NVIDIA,COMP-088472395B269710,2020-05-17,2020,2,5,Artificial Intelligence,AI_ML,"$11,200,000,000",USD,False,11200000000.0,valid,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/169,Sam Wilson,1389.0,AI/ML,2017,"London, UK",22031,False,,3,Medium
ART-CBB5025A6E7A3286,ART0170,Anthropic Launches New AI-Powered Product,Anthropic,Anthropic,COMP-B780A23B530EF6BB,2022-10-28,2022,4,10,FinTech,FINTECH,$0.250 billion,USD,False,250000000.0,valid,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/170,,2193.0,FinTech,2006,"San Francisco, CA",43747,False,,16,Large
ART-F5236720C65C7E39,ART0171,Snowflake Expands into European Market,Snowflake,Snowflake,COMP-FDA76B0BCC1E87CF,2020-05-04,2020,2,5,Enterprise Software,SOFTWARE,,,False,,invalid_missing,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/171,,2648.0,Cloud Computing,2012,"London, UK",49545,True,,8,Large
ART-92AF90809B244588,ART0172,Stripe Unveils Next-Generation Platform,Stripe,Stripe,COMP-4D08EC58743327BA,2022-05-02,2022,2,5,Cloud Computing,CLOUD_COMPUTING,$1.820B,USD,False,1820000000.0,valid,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/172,,2396.0,Data Analytics,2002,"Seattle, WA",36348,True,STRI,20,Large
ART-89FC8015BE65F16E,ART0173,Anthropic Releases Open Source Framework,Anthropic,Anthropic,COMP-B780A23B530EF6BB,2022-04-25,2022,2,4,Software,SOFTWARE,$130.0M,USD,False,130000000.0,valid,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/173,,,FinTech,2006,"San Francisco, CA",43747,False,,16,Large
ART-F4FECD2E140780B8,ART0174,Palantir Acquires Competitor for Undisclosed Sum,Palantir,Palantir,COMP-54AADC94970AD31E,2020-07-08,2020,3,7,Cloud Services,CLOUD_COMPUTING,Not disclosed,,False,,invalid_missing,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/174,Alex Johnson,562.0,Cloud Computing,2005,"Berlin, Germany",42306,True,,15,Large
ART-862F49EEAF7D5F1D,ART0175,Tesla Reports Record Revenue Growth,Tesla,Tesla,COMP-EFD12553D6A4F7E5,2020-08-28,2020,3,8,InfoSec,CYBERSECURITY,$23940.0M - $26460.0M,USD,True,25200000000.0,valid_range,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/175,Alex Johnson,2685.0,Cloud Computing,2008,"London, UK",5691,True,,12,Small
ART-D2620A7E19FD9232,ART0176,Scale AI Acquires Competitor for Undisclosed Sum,Scale AI,Scale AI,COMP-3DA36D688D43678F,2021-09-23,2021,3,9,Analytics,DATA_ANALYTICS,Not disclosed,,False,,invalid_missing,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/176,Alex Johnson,687.0,AI/ML,2003,"Berlin, Germany",23379,False,,18,Medium
ART-44CEE1C96EA6C7F8,ART0177,Confluent Reports Record Revenue Growth,Confluent,Confluent,COMP-65AAA4A1B46C7F71,2020-10-25,2020,4,10,Financial Technology,FINTECH,$340.0M,USD,False,340000000.0,valid,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/177,Jane Doe,1506.0,Cloud Computing,1995,"London, UK",3884,False,,25,Small
ART-A5E53D720BEF42D7,ART0178,Cloudflare Releases Open Source Framework,Cloudflare,Cloudflare,COMP-A5B966CDCB605CA4,2023-09-02,2023,3,9,Data Analytics,DATA_ANALYTICS,,,False,,invalid_missing,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/178,,1193.0,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,25,Small
ART-932BD8BCD9A2B081,ART0179,Microsoft Unveils Next-Generation Platform,Microsoft,Microsoft,COMP-11F3242118FF2ADD,2023-01-24,2023,1,1,Cloud,CLOUD_COMPUTING,$71.000B,USD,False,71000000000.0,valid,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/179,John Smith,2189.0,Data Analytics,2018,"Austin, TX",48646,False,,5,Large
ART-54AB8F46EB480ABF,ART0180,Microsoft Achieves Profitability Milestone,Microsoft,Microsoft,COMP-11F3242118FF2ADD,2021-04-18,2021,2,4,Cloud Computing,CLOUD_COMPUTING,"$52,500,000,000",USD,False,52500000000.0,valid,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/180,,2479.0,Data Analytics,2018,"Austin, TX",48646,False,,3,Large
ART-78C94CA50CDA5946,ART0181,Cloudflare Announces Breakthrough in Large Language Models,Cloudflare,Cloudflare,COMP-A5B966CDCB605CA4,2020-01-14,2020,1,1,Software,SOFTWARE,$370.5M - $409.5M,USD,True,390000000.0,valid_range,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/181,John Smith,2263.0,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,22,Small
ART-C7E3DC0BE4E7CF28,ART0182,Amazon Web Services Raises Series D Funding Round,Amazon Web Services,Amazon Web Services,COMP-D3E00D24B34937E8,2020-07-16,2020,3,7,Cloud Computing,CLOUD_COMPUTING,,,False,,invalid_missing,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/182,Sam Wilson,1496.0,SaaS,2015,"Berlin, Germany",27826,False,,5,Medium
ART-DE54B468AF9DD83E,ART0183,NVIDIA Expands into European Market,NVIDIA,NVIDIA,COMP-088472395B269710,2023-11-01,2023,4,11,Artificial Intelligence,AI_ML,,,False,,invalid_missing,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/183,John Smith,838.0,AI/ML,2017,"London, UK",22031,False,,6,Medium
ART-9966774431B8EFC6,ART0184,Cloudflare CEO Discusses Future of AI,Cloudflare,Cloudflare,COMP-A5B966CDCB605CA4,2023-08-13,2023,3,8,Enterprise Software,SOFTWARE,$1.260B,USD,False,1260000000.0,valid,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/184,,690.0,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,25,Small
ART-81DED35056CEE9F1,ART0185,Google DeepMind Achieves Profitability Milestone,Google DeepMind,Google DeepMind,COMP-D7B6461815275268,2021-07-28,2021,3,7,Enterprise Software,SOFTWARE,$340.0M,USD,False,340000000.0,valid,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/185,Jane Doe,2131.0,Data Analytics,2017,"Austin, TX",24274,False,,4,Medium
ART-7085E0B8AF82D0C1,ART0186,Google DeepMind Expands into European Market,Google DeepMind,Google DeepMind,COMP-D7B6461815275268,2020-11-28,2020,4,11,FinTech,FINTECH,"£137,795,276",GBP,False,175000001.0,valid,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/186,Jane Doe,821.0,Data Analytics,2017,"Austin, TX",24274,False,,3,Medium
ART-EB72D853712825D6,ART0187,MongoDB Unveils Next-Generation Platform,MongoDB,MongoDB,COMP-F0C6ACFF24BC7941,2021-12-09,2021,4,12,AI & ML,AI_ML,990.0M USD,USD,False,990000000.0,valid,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/187,,1836.0,SaaS,2008,"Austin, TX",16952,False,MONG,13,Medium
ART-EE10845A31A6B6C9,ART0188,OpenAI Achieves Profitability Milestone,OpenAI,OpenAI,COMP-A19EE5A9FDC19109,2021-07-13,2021,3,7,InfoSec,CYBERSECURITY,240.0M USD,USD,False,240000000.0,valid,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/188,Sam Wilson,,Data Analytics,2006,"Austin, TX",12793,False,OPEN,15,Medium
ART-B1A4F194D936DF2E,ART0189,DataRobot Expands into European Market,DataRobot,DataRobot,COMP-7AD8A9012E991995,2021-05-19,2021,2,5,Machine Learning,AI_ML,"£192,913,386",GBP,False,245000000.0,valid,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/189,Alex Johnson,521.0,Cloud Computing,2012,"New York, NY",23471,True,,9,Medium
ART-06870D5820BA3D97,ART0190,Snowflake Partners with Major Enterprise Client,Snowflake,Snowflake,COMP-FDA76B0BCC1E87CF,2022-01-07,2022,1,1,AI & ML,AI_ML,,,False,,invalid_missing,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/190,John Smith,,Cloud Computing,2012,"London, UK",49545,True,,10,Large
ART-B15A5A33BAB05181,ART0191,Elastic Raises Series D Funding Round,Elastic,Elastic,COMP-296ABB15D702EA5D,2023-05-07,2023,2,5,Data Analytics,DATA_ANALYTICS,,,False,,invalid_missing,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/191,,1494.0,Cybersecurity,2016,"San Francisco, CA",24508,True,ELAS,7,Medium
ART-3C2B153E64F56121,ART0192,Confluent Releases Open Source Framework,Confluent,Confluent,COMP-65AAA4A1B46C7F71,2020-12-13,2020,4,12,Big Data,DATA_ANALYTICS,"¥51,000,000,000",JPY,False,340000000.0,valid,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/192,John Smith,1630.0,Cloud Computing,1995,"London, UK",3884,False,,25,Small
ART-2B097FD04FB7CFB9,ART0193,SpaceX Expands into European Market,SpaceX,SpaceX,COMP-F4E821747C88DE40,2022-09-18,2022,3,9,Analytics,DATA_ANALYTICS,,,False,,invalid_missing,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/193,Alex Johnson,,AI/ML,2016,"Berlin, Germany",31018,False,,6,Large
ART-E954EDCDDFE06727,ART0194,Uber Acquires Competitor for Undisclosed Sum,Uber,Uber,COMP-F1905B7E8DD98927,2023-06-24,2023,2,6,Data Analytics,DATA_ANALYTICS,Not disclosed,,False,,invalid_missing,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/194,,1786.0,FinTech,2015,"San Francisco, CA",10144,False,UBER,8,Medium
ART-76EF94CAC9D85A62,ART0195,Amazon Web Services CEO Discusses Future of AI,Amazon Web Services,Amazon Web Services,COMP-D3E00D24B34937E8,2021-10-15,2021,4,10,InfoSec,CYBERSECURITY,Not disclosed,,False,,invalid_missing,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/195,Alex Johnson,2809.0,SaaS,2015,"Berlin, Germany",27826,False,,6,Medium
ART-A397E8B406194B59,ART0196,Tesla Faces Regulatory Scrutiny,Tesla,Tesla,COMP-EFD12553D6A4F7E5,2023-01-22,2023,1,1,Software,SOFTWARE,Not disclosed,,False,,invalid_missing,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/196,John Smith,2175.0,Cloud Computing,2008,"London, UK",5691,True,,15,Small
ART-9FEE81DC1EA32ACB,ART0197,Cloudflare Launches New AI-Powered Product,Cloudflare,Cloudflare,COMP-A5B966CDCB605CA4,2023-07-21,2023,3,7,FinTech,FINTECH,,,False,,invalid_missing,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/197,Sam Wilson,2213.0,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,25,Small
ART-6D54B19D2459EAE3,ART0198,Elastic Announces Breakthrough in Large Language Models,Elastic,Elastic,COMP-296ABB15D702EA5D,2022-01-06,2022,1,1,Software,SOFTWARE,$1.010B,USD,False,1010000000.0,valid,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/198,,681.0,Cybersecurity,2016,"San Francisco, CA",24508,True,ELAS,6,Medium
ART-F147E965D57FC3DA,ART0199,Confluent Achieves Profitability Milestone,Confluent,Confluent,COMP-65AAA4A1B46C7F71,2023-10-19,2023,4,10,Big Data,DATA_ANALYTICS,$980.0M,USD,False,980000000.0,valid,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/199,Jane Doe,2624.0,Cloud Computing,1995,"London, UK",3884,False,,28,Small
ART-F260B4B4B2C9B1D8,ART0200,Elastic Faces Regulatory Scrutiny,Elastic,Elastic,COMP-296ABB15D702EA5D,2023-11-09,2023,4,11,FinTech,FINTECH,"€1,136,363,636",EUR,False,1250000000.0,valid,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/200,Sam Wilson,2203.0,Cybersecurity,2016,"San Francisco, CA",24508,True,ELAS,7,Medium
ART-8140A6B903BC6C85,ART0201,Google DeepMind Raises Series D Funding Round,Google DeepMind,Google DeepMind,COMP-D7B6461815275268,2020-10-17,2020,4,10,Finance,FINTECH,Not disclosed,,False,,invalid_missing,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/201,John Smith,2353.0,Data Analytics,2017,"Austin, TX",24274,False,,3,Medium
ART-7A27D3DDC0DB36B0,ART0202,Stripe Raises Series D Funding Round,Stripe,Stripe,COMP-4D08EC58743327BA,2021-09-06,2021,3,9,AI & ML,AI_ML,$1.380B,USD,False,1380000000.0,valid,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/202,Jane Doe,1855.0,Data Analytics,2002,"Seattle, WA",36348,True,STRI,19,Large
ART-70FF70576148D7D5,ART0203,Elastic CEO Discusses Future of AI,Elastic,Elastic,COMP-296ABB15D702EA5D,2022-04-08,2022,2,4,Big Data,DATA_ANALYTICS,,,False,,invalid_missing,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/203,,2341.0,Cybersecurity,2016,"San Francisco, CA",24508,True,ELAS,6,Medium
ART-EAEB7348750A6338,ART0204,Confluent CEO Discusses Future of AI,Confluent,Confluent,COMP-65AAA4A1B46C7F71,2022-03-07,2022,1,3,Cloud Services,CLOUD_COMPUTING,$570.0M - $630.0M,USD,True,600000000.0,valid_range,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/204,Alex Johnson,2374.0,Cloud Computing,1995,"London, UK",3884,False,,27,Small
ART-E114759191EDCDE0,ART0205,Meta AI Expands into European Market,Meta AI,Meta AI,COMP-A5A4E8E5266709E9,2023-10-05,2023,4,10,SaaS,SOFTWARE,,,False,,invalid_missing,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/205,Alex Johnson,1206.0,Data Analytics,2001,"Seattle, WA",20240,True,,22,Medium
ART-4FD454393A0BC4D0,ART0206,Snowflake Faces Regulatory Scrutiny,Snowflake,Snowflake,COMP-FDA76B0BCC1E87CF,2023-04-23,2023,2,4,Cloud Computing,CLOUD_COMPUTING,$2520.0 million,USD,False,2520000000.0,valid,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/206,,2091.0,Cloud Computing,2012,"London, UK",49545,True,,11,Large
ART-58F82DE5A5348700,ART0207,SpaceX Faces Regulatory Scrutiny,SpaceX,SpaceX,COMP-F4E821747C88DE40,2020-10-09,2020,4,10,Big Data,DATA_ANALYTICS,$2600.0 million,USD,False,2600000000.0,valid,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/207,Alex Johnson,719.0,AI/ML,2016,"Berlin, Germany",31018,False,,4,Large
ART-600C125BFBE858CE,ART0208,Airbnb Announces Breakthrough in Large Language Models,Airbnb,Airbnb,COMP-6D785501E2B59644,2022-09-19,2022,3,9,Cloud Services,CLOUD_COMPUTING,,,False,,invalid_missing,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/208,Sam Wilson,838.0,Data Analytics,1999,"London, UK",19967,False,,23,Medium
ART-48CD10B4BAE11518,ART0209,Confluent Announces Breakthrough in Large Language Models,Confluent,Confluent,COMP-65AAA4A1B46C7F71,2021-03-27,2021,1,3,Artificial Intelligence,AI_ML,"¥58,500,000,000",JPY,False,390000000.0,valid,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/209,,2528.0,Cloud Computing,1995,"London, UK",3884,False,,26,Small
ART-DAFF3752794B8655,ART0210,Elastic Releases Open Source Framework,Elastic,Elastic,COMP-296ABB15D702EA5D,2020-08-19,2020,3,8,AI & ML,AI_ML,"¥105,000,000,000",JPY,False,700000000.0,valid,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/210,Jane Doe,919.0,Cybersecurity,2016,"San Francisco, CA",24508,True,ELAS,4,Medium
ART-A8975E5A9BA6E87D,ART0211,Scale AI Reports Record Revenue Growth,Scale AI,Scale AI,COMP-3DA36D688D43678F,2021-09-01,2021,3,9,Security,CYBERSECURITY,$305.0M,USD,False,305000000.0,valid,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/211,,1936.0,AI/ML,2003,"Berlin, Germany",23379,False,,18,Medium
ART-5AEFF2699D85A493,ART0212,DataRobot Achieves Profitability Milestone,DataRobot,DataRobot,COMP-7AD8A9012E991995,2022-05-26,2022,2,5,Cloud Computing,CLOUD_COMPUTING,$299.2M - $330.8M,USD,True,315000000.0,valid_range,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/212,,1825.0,Cloud Computing,2012,"New York, NY",23471,True,,10,Medium
ART-4BA2801FD69D49A3,ART0213,Snowflake Expands into European Market,Snowflake,Snowflake,COMP-FDA76B0BCC1E87CF,2023-03-18,2023,1,3,SaaS,SOFTWARE,$2.350 billion,USD,False,2350000000.0,valid,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/213,Jane Doe,1043.0,Cloud Computing,2012,"London, UK",49545,True,,11,Large
ART-A69071600C506074,ART0214,NVIDIA Launches New AI-Powered Product,NVIDIA,NVIDIA,COMP-088472395B269710,2023-12-27,2023,4,12,FinTech,FINTECH,,,False,,invalid_missing,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/214,John Smith,881.0,AI/ML,2017,"London, UK",22031,False,,6,Medium
ART-FFADD57850D7EED8,ART0215,Uber Releases Open Source Framework,Uber,Uber,COMP-F1905B7E8DD98927,2021-07-23,2021,3,7,Analytics,DATA_ANALYTICS,Not disclosed,,False,,invalid_missing,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/215,,2259.0,FinTech,2015,"San Francisco, CA",10144,False,UBER,6,Medium
ART-DA93D8F4BE6AA42C,ART0216,Tesla Partners with Major Enterprise Client,Tesla,Tesla,COMP-EFD12553D6A4F7E5,2021-03-07,2021,1,3,Finance,FINTECH,Not disclosed,,False,,invalid_missing,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/216,John Smith,,Cloud Computing,2008,"London, UK",5691,True,,13,Small
ART-215D87E3AC70C4D2,ART0217,Scale AI Partners with Major Enterprise Client,Scale AI,Scale AI,COMP-3DA36D688D43678F,2020-02-03,2020,1,2,Cloud,CLOUD_COMPUTING,$100.0 million,USD,False,100000000.0,valid,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/217,Alex Johnson,1622.0,AI/ML,2003,"Berlin, Germany",23379,False,,17,Medium
ART-19BE492960EE4DFB,ART0218,Google DeepMind Achieves Profitability Milestone,Google DeepMind,Google DeepMind,COMP-D7B6461815275268,2022-01-08,2022,1,1,Machine Learning,AI_ML,Not disclosed,,False,,invalid_missing,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/218,,2258.0,Data Analytics,2017,"Austin, TX",24274,False,,5,Medium
ART-837EADAFCFF43F05,ART0219,Scale AI Raises Series D Funding Round,Scale AI,Scale AI,COMP-3DA36D688D43678F,2023-12-12,2023,4,12,AI/ML,AI_ML,$722.0M - $798.0M,USD,True,760000000.0,valid_range,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/219,Sam Wilson,,AI/ML,2003,"Berlin, Germany",23379,False,,20,Medium
ART-92004A37BACBA950,ART0220,Stripe Raises Series D Funding Round,Stripe,Stripe,COMP-4D08EC58743327BA,2022-05-14,2022,2,5,Cloud Computing,CLOUD_COMPUTING,$1.820B,USD,False,1820000000.0,valid,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/220,Alex Johnson,1725.0,Data Analytics,2002,"Seattle, WA",36348,True,STRI,20,Large
ART-B4BE2525C74E0735,ART0221,Microsoft CEO Discusses Future of AI,Microsoft,Microsoft,COMP-11F3242118FF2ADD,2020-09-29,2020,3,9,Cloud Computing,CLOUD_COMPUTING,"¥6,675,000,000,000",JPY,False,44500000000.0,valid,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/221,,1120.0,Data Analytics,2018,"Austin, TX",48646,False,,2,Large
ART-B065C3ED7B93DC3B,ART0222,SpaceX Faces Regulatory Scrutiny,SpaceX,SpaceX,COMP-F4E821747C88DE40,2023-11-07,2023,4,11,Cloud Services,CLOUD_COMPUTING,"£6,692,913,386",GBP,False,8500000000.0,valid,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/222,Jane Doe,845.0,AI/ML,2016,"Berlin, Germany",31018,False,,7,Large
ART-DED15B05D59AAFA3,ART0223,NVIDIA Releases Open Source Framework,NVIDIA,NVIDIA,COMP-088472395B269710,2023-05-15,2023,2,5,Finance,FINTECH,$34200.0M - $37800.0M,USD,True,36000000000.0,valid_range,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/223,,2104.0,AI/ML,2017,"London, UK",22031,False,,6,Medium
ART-7AC1792B1ACDC183,ART0224,Snowflake Achieves Profitability Milestone,Snowflake,Snowflake,COMP-FDA76B0BCC1E87CF,2020-04-21,2020,2,4,InfoSec,CYBERSECURITY,$589.0M - $651.0M,USD,True,620000000.0,valid_range,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/224,Alex Johnson,1040.0,Cloud Computing,2012,"London, UK",49545,True,,8,Large
ART-EFA9F68D7CB48E41,ART0225,Uber Faces Regulatory Scrutiny,Uber,Uber,COMP-F1905B7E8DD98927,2022-05-11,2022,2,5,Software,SOFTWARE,"$25,000,000,000",USD,False,25000000000.0,valid,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/225,Jane Doe,,FinTech,2015,"San Francisco, CA",10144,False,UBER,7,Medium
